TimeSinceMark,CurrentStage,AltitudeASL,DownRange,SpeedSurface,SpeedOrbital,Mass,Acceleration,Q,AoA,AoS,AoD,AltitudeTrue,Pitch,GravityLosses,DragLosses,SteeringLosses,DeltaVExpended,
"12,019999731332",1,"103508,985414291","28420,0543566892","2808,00687854396","3012,56081105184","6,08835049921618","1,00462085378577",0,"-0,148481172000713","4,13759921430955","4,14021091332435","103489,556737145","8,45180053710937","5,13129268315043","-2,5E-12","0,25026395009983","116,432617426673","566,019999731332"
"12,239999726415",1,"103556,751901519","28945,676397922","2810,04811958099","3014,60839030267","6,08444877916918","1,00526427874827",0,"-0,14764794659648","4,16113978892482","4,16365856250772","103537,180827592","8,50422668457031","5,24471284234935","-2,56E-12","0,256824980990322","118,601452022225","566,239999726415"
"12,459999721497",1,"103604,86748273","29471,605196406","2812,08990529798","3016,65654446712","6,08054705912218","1,00590830847165",0,"-0,146852563936933","4,18462450073309","4,18712952812354","103585,153486087","8,55668029785156","5,35886738359692","-2,61E-12","0,26346478843797","120,771677559578","566,459999721497"
"12,67999971658",1,"103653,333443712","29997,8937479592","2814,13223589021","3018,70527371447","6,07664593512163","1,00655324766776",0,"-0,146110946276656","4,20804653301841","4,21049772304502","103633,475998269","8,60912170410156","5,47375799124109","-2,67E-12","0,270183605711558","122,943296339374","566,67999971658"
"12,899999711663",1,"103702,151071964","30524,4774937796","2816,17510992347","3020,75457657377","6,07274421507464","1,00719871075974",0,"-0,145398912666365","4,23141057164333","4,23383431794225","103682,149650882","8,66158447265625","5,5893863444844","-2,72E-12","0,276981823961651","125,116309515587","566,899999711663"
"13,119999706745",1,"103751,321655309","31051,3880607504","2818,21852794024","3022,80445355231","6,06884279305086","1,00784527607348",0,"-0,144742414671363","4,25472382197799","4,25712146334858","103731,175731658","8,71406555175781","5,70575411685115","-2,78E-12","0,283859815950073","127,290719543797","567,119999706745"
"13,339999701828",1,"103800,846482635","31578,6250087068","2820,2624903415","3024,85490503124","6,06494107300387","1,00849286500125",0,"-0,144121104654015","4,27797353646106","4,28032793949511","103780,555529143","8,76655578613281","5,8228629751856","-2,83E-12","0,290817965615987","129,466527672786","567,339999701828"
"13,55999969691",1,"103850,72684424","32106,1989401723","2822,30699603332","3026,90592987672","6,06103965098009","1,00914096969091",0,"-0,14353481530672","4,30116452181352","4,30352778023574","103830,290332929","8,81905212402344","5,94071458114266","-2,89E-12","0,297856641088846","131,643735986679","567,55999969691"
"13,779999691993",1,"103900,964030451","32634,0662219392","2824,35204553922","3028,95752858445","6,05713822895632","1,00979000528865",0,"-0,142996179802277","4,32429232858281","4,32660800887459","103880,38143342","8,8715576171875","6,05931058978419","-2,95E-12","0,304976120745806","133,822346320555","567,779999691993"
"13,999999687076",1,"103951,559332656","33162,2798004345","2826,39763832946","3031,00970058385","6,05323680693255","1,01043992870246",0,"-0,142502312217111","4,34735187527695","4,34962898562646","103930,830121504","8,92406616210937","6,17865265104684","-3,01E-12","0,312176647727923","136,002360367112","567,999999687076"
"14,219999682158",1,"104002,514043","33690,8080411008","2828,44377462691","3033,06244608114","6,04933508688555","1,01109061241415",0,"-0,142059462698926","4,3703611382818","4,37257832127305","103981,637689097","8,97659301757813","6,29874240734407","-3,06E-12","0,319458548324835","138,18378038515","568,219999682158"
"14,439999677241",1,"104053,829454643","34219,6493841471","2830,49045443878","3035,11576503087","6,04543366486178","1,01174238237033",0,"-0,141666126016668","4,393311317614","4,39555063904506","104032,805428894","9,02911987304688","6,41958149670147","-3,12E-12","0,326822412471111","140,366607752697","568,439999677241"
"14,659999672324",1,"104105,506861223","34748,8145029509","2832,53767720271","3037,16965684489","6,04153194481478","1,01239485635112",0,"-0,141314413295676","4,41619794389198","4,41838600461919","104084,334634316","9,0816650390625","6,5411715504282","-3,18E-12","0,334268371547738","142,550844360835","568,659999672324"
"14,879999667406",1,"104157,547557685","35278,3143102441","2834,58544355863","3039,2241221215","6,03763052279101","1,01304820542123",0,"-0,141020267698953","4,43902224841644","4,4412056515772","104136,226599751","9,1342041015625","6,66351419423216","-3,24E-12","0,341796850912876","144,736491989139","568,879999667406"
"15,099999662489",1,"104209,952839468","35808,1256961926","2836,63375350194","3041,27916084865","6,03372880274401","1,01370239557258",0,"-0,140765003460097","4,46177832767439","4,46390882229121","104188,482620623","9,18674926757813","6,78661104533496","-3,3E-12","0,349408005816505","146,923552623301","569,099999662489"
"15,319999657571",1,"104262,724002488","36338,238436664","2838,68260570699","3043,33477162571","6,02982767874346","1,01435721037745",0,"-0,140572842286742","4,4844895641239","4,486628392321","104241,103992374","9,23931274414062","6,91046371780184","-3,36E-12","0,357102385231363","149,11202756037","569,319999657571"
"15,539999652654",1,"104315,862343828","36868,7057439489","2840,73200050705","3045,39095477644","6,02592595869646","1,01501276309319",0,"-0,140429190161055","4,50713278452666","4,50926410171946","104294,092011872","9,29187927246094","7,03507381779196","-3,42E-12","0,364880247980848","151,301919177016","569,539999652654"
"15,759999647737",1,"104369,369161093","37399,4620598604","2842,78193785848","3047,44771021586","6,02202423864946","1,01566925122952",0,"-0,140330017147356","4,52971205601628","4,53183446940794","104347,447976354","9,34443969726562","7,16044294531794","-3,48E-12","0,372741917027565","153,493229182227","569,759999647737"
"15,979999642819",1,"104423,245752821","37930,5184220494","2844,8324178267","3049,50503796588","6,01812311464892","1,01632663520204",0,"-0,140286609400593","4,55223039850165","4,55435782802126","104401,173183915","9,39701843261719","7,28657269464209","-3,54E-12","0,380687693813775","155,685959375599","569,979999642819"
"16,199999637902",1,"104477,493418235","38461,9491187937","2846,88344080111","3051,56293837833","6,01422139460192","1,01698501986881",0,"-0,140298901533908","4,57468575368883","4,57680047170724","104455,268933785","9,44958801269531","7,41346465378224","-3,6E-12","0,388717858142794","157,880111711735","570,199999637902"
"16,419999632984",1,"104532,113457502","38993,6463130443","2848,93500712706","3053,62141177194","6,01031967455492","1,01764435049585",0,"-0,14035896265445","4,59707097111882","4,59916791190033","104509,736525382","9,50216369628906","7,54112040370027","-3,66E-12","0,396832654711588","160,07568793605","570,419999632984"
"16,639999628067",1,"104587,107171042","39525,7169408211","2850,98711637964","3055,68045767728","6,00641855055437","1,01830445426784",0,"-0,14046193811292","4,61940603253993","4,6214697332215","104564,577259302","9,55475463867188","7,66954151902782","-3,72E-12","0,405032458526916","162,272689674344","570,639999628067"
"16,85999962315",1,"104642,475860278","40058,0530748198","2853,0397685623","3057,74007604657","6,00251683050737","1,01896546028252",0,"-0,140648206942777","4,64166921948827","4,64372369579733","104619,7924364","9,60733947753906","7,79872956942504","-3,78E-12","0,413317548199829","164,471119101205","570,85999962315"
"17,079999618232",1,"104698,220827607","40590,7079581588","2855,09296352098","3059,80026671134","5,99861511046038","1,01962689037758",0,"-0,140890571922246","4,66386801581769","4,66598938743783","104675,383358789","9,65992126464844","7,92868611594802","-3,85E-12","0,421688408456767","166,670977722906","571,079999618232"
"17,299999613315",1,"104754,343375485","41123,6810969946","2857,14670115698","3061,86102952078","5,9947136884366","1,02028933095324",0,"-0,141189633964275","4,68599517433614","4,68804085158022","104731,351328834","9,71249389648438","8,05941271417989","-3,91E-12","0,430144903303127","168,87226804845","571,299999613315"
"17,519999608398",1,"104810,844807369","41656,9840218871","2859,20098267927","3063,92236564216","5,99081226641283","1,02095301677958",0,"-0,141538830859478","4,7080572220597","4,71011823076335","104787,697649548","9,76507568359375","8,19091091325042","-3,97E-12","0,438687595590746","171,074991400054","571,519999608398"
"17,73999960348",1,"104867,72642763","42190,5922820664","2861,25580706365","3065,98427402425","5,98691054636583","1,02161723631577",0,"-0,141943638708599","4,73005260075809","4,7321053133356","104844,423625","9,81765747070313","8,32318225483319","-4,03E-12","0,447316742836032","173,279149741749","571,73999960348"
"17,959999598563",1,"104924,989540638","42724,4964774701","2863,31117501687","3068,04675532206","5,98300942236529","1,02228239391183",0,"-0,142429003123683","4,7519871680835","4,75404855830794","104901,530559593","9,87023315429687","8,45622827470773","-4,1E-12","0,456032638737501","175,48474489697","571,959999598563"
"18,179999593645",1,"104982,635451956","43258,7500260432","2865,36708630702","3070,10980926274","5,97910770231829","1,02294847504949",0,"-0,142970435905925","4,77384681922576","4,77589945745069","104959,019758229","9,92279052734375","8,59005050210646","-4,16E-12","0,464835450628207","177,691779209384","572,179999593645"
"18,399999588728",1,"105040,665467772","43793,3072752623","2867,42354142662","3072,17343630123","5,97520628029451","1,02361546462053",0,"-0,1435696321199","4,79564017800037","4,79770007887844","105016,892527059","9,97536315917969","8,72465045927663","-4,23E-12","0,473725507408132","179,90025392661","572,399999588728"
"18,619999583811",1,"105099,080894617","44328,1590126216","2869,48053990637","3074,23763593738","5,97130485827074","1,02428282943023",0,"-0,144232582939864","4,81737085498503","4,81949985186638","105075,15017234","10,0279235839844","8,86002966106603","-4,29E-12","0,482703296468897","182,110170839566","572,619999583811"
"18,839999578893",1,"105157,883039749","44863,3047987278","2871,53808222707","3076,30240858583","5,96740313822374","1,02495138306022",0,"-0,144962823786146","4,83902806577342","4,84115314509519","105133,794001029","10,0804840087891","8,99618961713201","-4,36E-12","0,49176884662726","184,321532466257","572,839999578893"
"19,059999573976",1,"105217,073210969","45398,8189008505","2873,59616860905","3078,36775446069","5,96350141817675","1,02562081339816",0,"-0,145769261458002","4,86062004397293","4,86275451455107","105192,825320899","10,1330291748047","9,13313182780026","-4,42E-12","0,500922403280308","186,534340512078","573,059999573976"
"19,279999569058",1,"105276,652716637","45934,6137048913","2875,6547999473","3080,43367438085","5,95959999615297","1,02629135104515",0,"-0,146638673502244","4,8821400670144","4,88428070779851","105252,245439694","10,1855712890625","9,27085778909269","-4,49E-12","0,510164222410241","188,748596956083","573,279999569058"
"19,499999564141",1,"105336,622865933","46470,7010770635","2877,71397629762","3082,50016838212","5,9556985741292","1,0269627147196",0,"-0,147570550357689","4,90359050712791","4,90580048459714","105312,055666676","10,2381072998047","9,40936898836098","-4,55E-12","0,519494708702243","190,964303306669","573,499999564141"
"19,719999559224",1,"105396,9849686","47007,1220213241","2879,77369745493","3084,5672362025","5,95179715210543","1,02763495679373",0,"-0,148587537646554","4,92496509943303","4,92713902270459","105372,257311084","10,2906280517578","9,5486669071357","-4,62E-12","0,528913848825061","193,181461481568","573,719999559224"
"19,939999554306",1,"105457,740334505","47543,834537203","2881,83396422599","3086,63487861798","5,94789543205843","1,02830800880146",0,"-0,149659929655652","4,94626777869448","4,94846103359787","105432,851682897","10,3431457519531","9,68875301888108","-4,69E-12","0,538421957149554","195,400073759356","573,939999554306"
"20,159999549389",1,"105518,890274501","48080,8588592165","2883,89477610053","3088,70309506065","5,94399401003466","1,02898175468177",0,"-0,150810957069599","4,96750553473648","4,96972726887487","105493,84009242","10,3956481933594","9,82962879141847","-4,75E-12","0,548019346495116","197,620142048014","574,159999549389"
